Age_Adjusted_Incd_Rate,Unemployment_rate_,Percent of adults completing some college or associate degree,Percent of adults who are high school graduates (or equivalent),Percent of adults who are not high school graduates,Percent of adults with a bachelor's degree or higher
459.3,4.7,22.5,37.4,16.6,23.5
459.3,4.56,29.7,30.9,15.3,24.2
459.3,9.18,27.9,38.7,18.0,15.3
459.3,4.220000000000001,24.7,31.7,21.8,21.8
459.2,4.6899999999999995,20.8,41.6,19.3,18.4
459.2,4.68,36.6,35.3,16.3,11.9
459.1,3.85,31.9,38.0,15.9,14.2
459.1,6.2700000000000005,22.4,33.5,31.6,12.6
459.1,6.76,26.5,42.6,17.5,13.4
459.1,4.45,30.9,33.6,13.7,21.8
459.1,5.61,29.3,31.8,22.7,16.1
459.1,7.279999999999999,15.2,39.4,37.6,7.8
459.0,3.08,29.4,31.6,16.2,22.8
458.9,7.209999999999999,22.3,40.9,27.8,9.0
458.7,5.93,21.9,41.2,26.9,10.0
458.7,4.65,25.0,34.1,14.9,26.0
458.6,3.4,36.0,25.9,16.3,21.8
458.5,2.62,32.3,26.6,10.8,30.2
458.4,2.67,31.7,35.4,11.5,21.3
458.4,4.41,20.6,22.1,16.4,40.9
458.4,3.5200000000000005,30.7,24.8,11.9,32.6
458.3,6.38,20.5,45.2,17.1,17.3
458.3,8.67,20.1,43.6,27.7,8.6
458.3,3.3,25.3,45.9,13.4,15.3
458.2,3.85,28.4,30.6,28.0,13.0
458.2,5.65,22.1,23.6,24.8,29.5
458.2,5.79,36.1,27.9,17.5,18.5
458.2,5.86,23.4,45.3,18.5,12.8
458.2,3.79,22.2,42.6,20.5,14.8
458.2,4.17,33.7,32.8,16.6,16.9
458.1,8.190000000000001,22.6,31.7,30.6,15.1
458.1,4.95,37.1,21.8,14.4,26.7
458.1,6.5200000000000005,18.1,34.6,39.6,7.7
458.0,4.25,32.8,38.0,12.7,16.5
458.0,6.74,28.8,39.7,16.3,15.2
457.9,9.59,26.3,33.9,23.4,16.4
457.9,5.49,23.3,32.9,26.3,17.5
457.8,3.3299999999999996,30.5,35.7,18.5,15.4
457.8,4.91,30.6,37.7,19.0,12.7
457.7,5.21,26.8,27.1,14.3,31.8
457.7,9.47,19.3,29.6,43.8,7.3
457.6,5.75,27.2,29.3,28.8,14.7
457.5,4.09,22.3,35.7,26.3,15.7
457.5,7.470000000000001,20.4,34.8,35.3,9.5
457.4,5.8,23.6,46.2,18.5,11.7
457.4,6.09,19.6,39.0,30.3,11.1
457.4,5.89,27.5,25.0,19.8,27.7
457.4,4.0600000000000005,30.4,26.6,8.6,34.3
457.3,7.3,26.5,31.3,25.2,17.0
457.3,4.5200000000000005,33.2,29.6,10.9,26.3
457.3,4.41,27.5,12.4,8.8,51.3
457.2,4.09,33.6,30.4,12.4,23.7
457.2,6.43,19.9,34.9,34.8,10.5
457.2,5.2700000000000005,29.2,26.8,32.0,12.0
457.2,6.8,23.8,35.5,31.3,9.3
457.1,8.72,19.1,37.8,33.1,10.1
457.1,5.85,21.4,40.8,21.8,16.1
457.1,9.24,25.8,43.9,20.3,10.0
457.0,7.99,11.8,37.1,42.7,8.3
457.0,5.26,29.3,43.0,15.6,12.1
456.9,6.49,22.9,34.9,29.4,12.8
456.8,3.3600000000000003,28.2,29.3,28.3,14.1
456.8,6.18,27.1,43.0,19.8,10.1
456.8,8.879999999999999,15.1,38.1,39.3,7.5
456.7,3.05,37.0,24.4,10.8,27.8
456.6,9.32,13.1,38.6,41.6,6.8
456.6,4.720000000000001,26.7,30.0,18.3,25.0
456.6,4.5,28.8,31.9,18.6,20.8
456.4,6.45,20.2,41.0,28.3,10.4
456.4,3.8,24.1,32.7,12.7,30.5
456.3,7.75,19.6,37.8,35.0,7.6
456.3,3.94,28.2,37.2,11.5,23.1
456.3,6.4,19.8,38.5,32.0,9.8
456.3,6.540000000000001,24.2,41.2,16.6,17.9
456.2,4.0,21.5,21.5,10.4,46.5
456.2,3.45,25.9,23.5,9.4,41.2
455.9,4.7299999999999995,27.4,33.9,19.1,19.6
455.9,3.2,37.2,23.4,10.5,28.9
455.8,6.279999999999999,22.3,40.2,26.1,11.4
455.8,7.98,27.3,38.8,19.6,14.2
455.7,4.5,29.8,17.2,7.5,45.5
455.7,4.5200000000000005,19.3,38.2,29.9,12.5
455.7,4.8100000000000005,26.9,34.9,18.4,19.8
455.6,3.82,20.5,36.7,31.4,11.4
455.6,3.97,33.2,34.1,18.4,14.3
455.5,6.409999999999999,35.3,27.9,10.7,26.1
455.4,4.45,34.7,32.1,13.2,20.0
455.4,3.97,28.9,34.4,17.5,19.2
455.4,10.34,34.3,27.2,28.2,10.3
455.4,3.34,25.3,27.9,29.6,17.1
455.4,5.2,21.1,38.1,29.0,11.7
455.3,5.09,36.0,20.4,15.1,28.5
455.2,6.610000000000001,18.1,34.8,36.8,10.3
455.2,6.55,36.6,32.1,18.9,12.4
455.2,13.72,19.3,38.5,32.0,10.2
455.1,5.2,32.9,34.8,15.1,17.2
455.1,3.1100000000000003,28.6,37.2,19.1,15.0
455.1,7.63,11.8,42.4,38.0,7.8
455.0,4.9399999999999995,24.0,32.6,33.1,10.3
455.0,5.09,23.2,36.8,30.2,9.8
455.0,10.27,18.0,34.5,37.8,9.8
455.0,6.24,21.7,41.5,27.2,9.5
454.8,3.09,24.0,31.0,12.3,32.7
454.8,4.79,25.1,47.5,16.0,11.4
454.8,3.7,26.0,34.8,23.2,16.0
454.7,5.65,19.3,49.8,21.3,9.6
454.6,7.01,33.9,30.2,23.9,12.1
454.6,5.1,29.8,39.7,13.8,16.7
454.6,8.01,32.2,38.4,15.6,13.7
454.5,6.4799999999999995,32.8,29.5,21.6,16.2
454.4,5.31,29.2,29.6,21.6,19.6
454.3,5.14,26.7,33.4,13.1,26.9
454.1,6.279999999999999,29.9,30.0,16.6,23.4
454.1,6.9,19.7,35.0,32.7,12.7
454.1,5.0200000000000005,27.8,20.6,10.0,41.7
454.0,8.33,28.1,43.0,16.9,12.0
454.0,5.87,23.3,45.6,19.5,11.6
454.0,6.459999999999999,16.2,35.2,38.6,10.1
453.9,4.17,26.3,27.2,17.5,29.0
453.9,4.33,36.5,23.1,9.2,31.2
453.9,3.45,29.2,22.3,7.8,40.6
453.8,4.84,26.3,40.0,16.5,17.2
453.8,9.86,18.5,38.3,34.5,8.7
453.8,7.12,29.0,36.9,26.4,7.7
453.8,5.32,17.5,39.2,34.3,9.0
453.8,2.88,29.8,33.9,16.1,20.2
453.7,3.7,24.9,29.9,26.3,18.9
453.7,6.65,31.5,31.9,19.9,16.6
453.6,4.29,26.9,24.9,7.1,41.0
453.6,5.61,22.1,47.2,17.5,13.2
453.6,3.94,27.4,32.1,14.8,25.8
453.5,6.01,18.3,33.9,38.7,9.1
453.5,4.220000000000001,39.2,26.5,10.9,23.4
453.4,3.7,27.7,28.2,9.9,34.2
453.4,5.0,25.3,40.2,20.2,14.4
453.4,3.4799999999999995,22.5,40.2,21.8,15.4
453.4,6.93,33.2,26.3,20.7,19.8
453.4,4.9799999999999995,23.6,19.2,17.0,40.1
453.4,3.2299999999999995,29.0,37.2,16.8,17.0
453.3,3.82,29.2,36.0,18.9,15.9
453.3,5.74,25.5,47.7,13.9,12.9
453.1,6.14,20.8,45.7,18.4,15.1
453.1,6.7299999999999995,21.0,47.2,19.4,12.3
453.0,4.87,27.7,38.0,11.7,22.6
453.0,3.4799999999999995,17.8,40.4,34.4,7.4
453.0,5.470000000000001,27.8,22.9,18.5,30.7
452.9,3.04,29.9,27.1,11.5,31.6
452.9,9.7,18.8,32.2,41.2,7.8
452.8,5.459999999999999,23.1,45.8,18.5,12.6
452.8,6.459999999999999,20.9,31.2,26.7,21.2
452.8,8.33,33.3,38.5,15.5,12.7
452.8,3.3299999999999996,29.7,43.3,12.8,14.2
452.7,5.61,23.0,35.5,26.2,15.3
452.7,4.4,22.9,38.6,30.9,7.7
452.7,5.01,29.8,33.6,24.7,11.9
452.6,5.5,18.8,31.2,40.0,9.9
452.6,6.220000000000001,26.1,46.3,17.6,10.0
452.6,5.46,19.6,35.9,31.9,12.7
452.6,3.97,36.3,29.8,15.1,18.8
452.6,3.770000000000001,32.5,33.4,14.2,20.0
452.4,6.95,24.0,34.4,30.3,11.2
452.4,6.2700000000000005,23.3,41.0,14.8,20.9
452.3,4.71,29.2,36.4,19.8,14.6
452.3,9.9,21.7,25.6,40.7,12.0
452.1,3.2299999999999995,29.1,42.2,15.4,13.3
452.0,9.27,17.3,35.3,35.8,11.7
451.9,6.17,27.2,37.3,19.3,16.2
451.9,4.96,22.6,33.4,30.7,13.3
451.8,5.54,37.2,24.2,9.7,28.9
451.8,6.9799999999999995,26.7,34.8,26.3,12.2
451.7,8.370000000000001,23.9,31.9,32.5,11.6
451.6,5.5200000000000005,21.1,29.7,20.7,28.5
451.6,5.26,28.4,32.3,22.0,17.2
451.4,4.96,31.2,22.0,12.7,34.1
451.4,7.94,33.6,30.8,24.3,11.3
451.3,4.66,26.3,29.6,14.5,29.5
451.2,6.15,27.4,33.4,27.1,12.1
451.1,5.9,32.7,27.2,20.5,19.6
451.1,9.53,19.4,34.5,34.7,11.4
451.1,4.93,21.6,49.7,16.0,12.7
451.1,7.45,21.2,35.9,34.8,8.1
451.0,5.5600000000000005,35.4,35.4,17.1,12.2
451.0,3.7,28.0,23.7,13.4,34.9
450.9,5.95,20.2,43.9,26.0,10.0
450.9,5.0600000000000005,31.2,35.1,19.6,14.0
450.8,4.5,25.2,30.6,13.0,31.2
450.8,5.6899999999999995,26.8,41.0,15.2,16.9
450.7,4.4,28.4,29.4,21.0,21.1
450.7,4.79,24.4,41.5,15.3,18.8
450.6,3.1100000000000003,30.1,32.7,10.5,26.8
450.6,5.109999999999999,30.3,34.7,14.5,20.5
450.6,7.26,17.3,50.7,21.7,10.2
450.6,7.390000000000001,18.1,39.0,33.1,9.8
450.5,8.78,22.8,32.8,34.9,9.6
450.5,3.5200000000000005,24.3,42.7,20.1,12.8
450.5,5.029999999999999,24.1,44.8,20.0,11.2
450.5,3.31,27.1,35.6,17.8,19.6
450.4,5.58,27.6,30.3,23.7,18.4
450.4,4.64,27.8,41.8,15.6,14.8
450.3,4.58,27.9,32.5,22.2,17.4
450.2,5.68,23.0,46.4,17.6,13.0
450.1,5.99,23.5,29.1,33.3,14.1
450.1,5.43,24.3,38.9,22.2,14.6
450.0,7.07,22.1,42.0,25.7,10.2
450.0,3.35,31.6,27.8,21.9,18.7
450.0,4.57,24.1,33.4,29.4,13.1
449.9,4.6,27.0,31.8,18.2,22.9
449.9,5.409999999999999,27.4,24.3,19.7,28.5
449.8,7.909999999999999,30.2,38.3,17.1,14.4
449.7,4.63,21.3,33.3,30.9,14.4
449.6,4.37,26.8,38.3,20.5,14.4
449.6,3.88,30.8,31.8,16.6,20.8
449.6,7.029999999999999,15.4,47.3,25.4,11.9
449.5,4.67,25.3,37.1,27.4,10.1
449.5,5.68,27.8,37.3,17.1,17.7
449.5,3.4299999999999997,28.0,36.6,14.3,21.1
449.1,7.6,24.6,36.3,29.0,10.1
449.0,4.16,31.3,32.1,23.4,13.3
448.8,5.29,24.7,39.2,22.5,13.6
448.7,5.38,22.1,48.5,15.2,14.2
448.6,5.459999999999999,28.1,41.2,20.7,10.0
448.6,3.91,29.7,34.1,15.6,20.6
448.5,5.4799999999999995,25.5,43.6,17.7,13.2
448.4,5.35,21.4,32.0,38.0,8.6
448.4,6.590000000000001,18.6,39.4,28.6,13.5
448.3,7.51,21.3,32.4,35.3,10.9
448.3,7.17,24.8,32.6,26.6,15.9
448.3,5.4399999999999995,32.0,29.4,24.8,13.8
448.0,4.46,25.4,39.8,23.4,11.4
448.0,5.0600000000000005,23.1,32.9,32.1,11.8
448.0,7.27,16.6,39.1,35.6,8.8
448.0,4.38,27.4,34.8,24.0,13.8
448.0,9.11,31.3,35.5,17.3,15.9
447.9,6.779999999999999,36.2,25.7,15.1,23.0
447.9,3.68,28.2,30.5,23.8,17.5
447.9,5.470000000000001,25.7,33.9,23.8,16.7
447.9,5.91,20.4,36.1,34.6,8.9
447.8,6.4,30.2,38.3,15.9,15.6
447.7,5.18,25.8,30.4,33.0,10.9
447.6,3.86,32.7,27.8,14.9,24.7
447.6,7.98,18.0,37.2,33.3,11.5
447.6,8.370000000000001,20.1,34.3,37.4,8.3
447.5,5.470000000000001,20.2,32.1,27.4,20.2
447.5,7.1,23.2,31.5,34.0,11.3
447.4,5.92,26.3,41.8,18.6,13.3
447.4,6.32,22.0,46.0,18.3,13.7
447.4,6.24,35.4,32.8,16.6,15.2
447.3,6.06,38.0,30.3,12.7,19.1
447.3,7.209999999999999,19.4,38.5,32.3,9.9
447.2,5.14,25.3,29.0,22.8,22.9
447.2,4.87,22.3,29.0,15.6,33.0
447.2,5.970000000000001,28.4,20.3,14.9,36.3
447.0,5.76,15.8,37.5,35.4,11.3
447.0,5.090000000000001,21.7,46.7,20.2,11.5
447.0,3.3200000000000003,25.7,32.6,20.8,20.8
447.0,5.2299999999999995,24.0,39.8,25.2,11.0
446.9,4.5200000000000005,25.0,26.5,36.8,11.7
446.8,4.66,39.9,26.7,12.4,21.0
446.8,6.4799999999999995,28.6,29.8,28.6,13.0
446.7,3.66,22.8,37.4,15.9,23.9
446.7,4.33,24.7,33.1,15.1,27.1
446.7,7.959999999999999,16.8,39.5,32.5,11.2
446.7,2.44,34.7,34.8,12.9,17.6
446.6,5.12,23.0,23.5,19.3,34.3
446.6,5.38,20.9,42.0,20.0,17.2
446.6,5.01,23.9,41.0,24.3,10.7
446.3,5.69,23.3,31.0,24.1,21.7
446.3,5.71,28.0,39.5,17.6,14.9
446.3,6.409999999999999,21.9,47.3,21.4,9.5
446.3,5.6899999999999995,27.8,29.0,12.2,31.1
446.1,4.0,24.7,31.5,11.6,32.2
446.0,6.409999999999999,20.0,42.5,28.6,8.8
446.0,4.37,30.2,25.8,12.1,32.0
446.0,5.4,29.5,32.6,17.1,20.8
445.8,5.2,23.6,38.1,29.1,9.2
445.8,4.19,28.7,25.3,21.6,24.4
445.8,3.4200000000000004,25.6,32.3,11.9,30.2
445.6,5.66,33.5,19.7,19.9,26.9
445.6,4.51,30.4,39.7,14.8,15.0
445.6,8.59,18.7,33.7,36.6,11.0
445.6,7.159999999999999,23.2,33.3,31.4,12.1
445.5,5.62,41.3,26.3,11.5,20.9
445.5,4.9799999999999995,27.9,37.8,11.9,22.5
445.5,6.32,17.1,37.6,37.8,7.5
445.3,6.640000000000001,29.4,37.5,18.1,15.1
445.2,5.220000000000001,29.7,19.6,16.6,34.1
445.2,6.65,22.5,37.4,28.1,12.1
445.1,7.2,27.8,28.5,22.8,20.9
445.1,4.39,24.1,24.2,8.7,42.9
445.1,5.62,18.7,46.4,20.9,14.0
445.0,8.790000000000001,28.8,41.8,18.8,10.6
445.0,5.8,27.8,38.6,12.2,21.4
444.9,5.4,20.5,35.1,37.1,7.3
444.9,3.86,25.9,19.8,9.9,44.4
444.9,4.43,31.1,26.0,17.5,25.4
444.9,6.9,18.1,38.6,33.1,10.2
444.8,3.34,29.1,28.8,13.4,28.7
444.8,11.55,19.6,30.5,33.9,16.0
444.8,5.87,29.3,26.2,19.2,25.3
444.7,5.76,20.3,51.9,16.4,11.5
444.6,3.75,25.2,31.8,25.1,17.9
444.5,6.25,23.8,33.1,31.0,12.1
444.5,3.46,27.9,33.9,18.6,19.6
444.4,4.9399999999999995,26.6,28.2,19.4,25.7
444.4,5.12,31.0,27.2,8.2,33.6
444.4,3.28,23.0,32.5,20.0,24.5
444.4,7.76,28.0,38.2,19.2,14.5
444.4,4.65,28.6,32.5,17.7,21.1
444.3,6.07,31.8,23.4,11.9,33.0
444.3,4.9399999999999995,27.1,40.3,15.9,16.7
444.2,4.59,24.8,32.6,27.8,14.8
444.2,4.2700000000000005,29.4,33.2,14.5,22.9
444.2,3.94,29.4,40.4,12.7,17.5
444.1,3.84,33.1,38.9,14.4,13.6
444.1,4.13,31.7,26.5,9.0,32.8
444.1,5.7700000000000005,20.3,43.5,29.1,7.1
444.1,4.32,24.0,33.1,26.2,16.8
444.1,6.83,38.6,26.3,14.9,20.2
444.0,8.9,20.6,34.5,35.4,9.6
444.0,4.11,25.5,44.8,17.5,12.3
444.0,8.09,26.9,40.4,21.3,11.4
443.9,4.71,29.3,29.6,18.0,23.1
443.9,4.2,25.0,40.8,23.4,10.8
443.9,3.4299999999999997,39.7,31.8,13.6,15.0
443.9,11.38,25.2,40.5,26.3,8.0
443.8,5.46,34.6,29.2,22.2,14.0
443.8,4.5600000000000005,23.9,34.0,28.2,13.8
443.7,4.0200000000000005,18.0,38.8,22.6,20.5
443.7,12.47,17.5,35.0,39.1,8.3
443.7,8.83,36.4,31.8,11.5,20.3
443.6,5.11,24.6,35.0,25.4,15.0
443.5,6.88,35.2,33.5,14.4,16.9
443.5,4.9799999999999995,28.3,26.9,19.8,25.0
443.5,3.63,36.4,25.9,9.6,28.1
443.5,8.76,31.5,34.1,18.5,15.9
443.4,4.79,36.7,33.0,14.4,15.9
443.4,4.0200000000000005,20.6,34.1,27.9,17.3
443.4,4.720000000000001,29.4,33.9,20.9,15.7
443.4,2.68,34.3,31.2,9.7,24.7
443.3,6.12,26.7,32.7,28.3,12.2
443.1,5.85,26.4,30.8,21.2,21.5
443.1,2.37,30.3,38.1,15.1,16.4
443.0,4.0200000000000005,22.8,37.8,11.7,27.6
443.0,6.0,26.2,31.9,23.3,18.6
442.8,7.140000000000001,38.4,29.7,15.7,16.1
442.8,5.3,26.3,38.9,16.4,18.5
442.8,6.74,16.4,43.0,29.2,11.4
442.8,5.2700000000000005,31.2,23.5,18.7,26.6
442.7,5.63,27.3,33.8,23.5,15.4
442.7,7.37,24.8,40.1,17.6,17.5
442.7,4.92,32.7,29.6,22.1,15.6
442.7,4.51,32.2,24.0,7.6,36.2
442.6,6.0200000000000005,17.9,41.3,30.6,10.2
442.6,5.4399999999999995,29.0,42.5,13.9,14.5
442.6,5.01,37.5,27.6,15.0,19.9
442.4,3.68,27.3,32.8,19.6,20.3
442.3,4.67,31.1,19.2,9.7,40.0
442.2,4.08,30.1,35.8,18.7,15.4
442.1,4.709999999999999,27.7,30.4,23.5,18.4
442.1,6.75,26.3,25.0,30.0,18.8
442.1,4.7700000000000005,27.5,38.0,16.2,18.3
442.0,3.34,33.8,35.8,16.7,13.6
441.9,5.37,31.4,34.0,17.4,17.1
441.8,8.43,25.8,42.6,21.4,10.2
441.8,3.3600000000000003,29.1,20.3,11.9,38.7
441.7,4.819999999999999,36.7,25.9,12.5,24.9
441.6,4.49,24.5,28.5,27.9,19.0
441.6,4.25,34.9,30.4,18.7,16.0
441.6,4.26,24.7,46.6,16.7,12.0
441.5,4.89,28.9,29.5,17.0,24.6
441.5,6.0600000000000005,36.5,24.1,11.1,28.4
441.5,4.61,28.4,26.2,31.8,13.6
441.5,5.7700000000000005,26.0,43.4,17.6,13.0
441.3,11.91,27.2,38.4,23.0,11.5
441.3,3.24,30.4,32.5,15.0,22.1
441.2,6.970000000000001,22.6,43.7,22.7,11.1
441.0,8.1,22.5,32.1,35.8,9.5
441.0,5.37,32.9,26.5,9.3,31.4
440.9,6.68,27.0,44.4,19.2,9.4
440.9,7.19,30.4,31.9,18.1,19.6
440.8,2.6,30.3,39.6,13.6,16.6
440.8,6.94,22.1,39.1,29.2,9.7
440.7,4.279999999999999,30.2,37.7,19.2,13.0
440.7,4.970000000000001,27.6,25.7,21.2,25.5
440.6,3.2299999999999995,22.8,34.6,32.4,10.2
440.5,4.58,26.0,40.6,12.7,20.8
440.5,6.39,20.9,27.2,24.4,27.5
440.4,5.58,20.6,37.8,29.8,11.8
440.3,6.21,39.3,25.5,8.2,27.0
440.2,2.72,30.4,32.6,21.3,15.7
440.1,4.970000000000001,24.7,32.0,30.1,13.2
440.0,4.34,25.9,45.9,16.1,12.1
440.0,5.42,22.6,47.6,16.8,12.9
439.9,6.55,23.5,35.8,28.3,12.5
439.7,3.89,31.2,15.9,9.8,43.1
439.7,5.18,30.7,37.7,18.8,12.8
439.7,5.66,26.7,37.8,21.7,13.8
439.6,5.76,23.9,35.1,29.6,11.3
439.5,4.0600000000000005,40.1,23.3,7.8,28.8
439.5,5.12,17.8,35.8,37.1,9.2
439.4,5.08,19.8,35.3,36.5,8.4
439.4,5.29,38.9,21.3,9.5,30.3
439.4,8.6,21.9,38.7,30.2,9.1
439.4,7.0200000000000005,22.2,35.6,32.8,9.4
439.4,2.68,29.8,28.3,9.8,32.2
439.4,5.18,34.6,30.5,15.7,19.3
439.3,7.95,28.4,37.2,18.8,15.5
439.3,5.96,21.5,32.4,35.2,10.9
439.3,4.71,30.4,22.9,15.3,31.3
439.2,8.25,25.4,43.8,19.5,11.3
439.2,4.1899999999999995,22.3,31.9,27.8,18.1
439.1,6.65,23.7,35.5,24.6,16.3
439.1,8.28,28.1,37.1,15.4,19.4
439.1,4.12,39.7,29.6,7.4,23.3
439.0,3.49,36.6,27.1,12.0,24.2
439.0,9.51,30.4,39.9,18.8,10.8
439.0,7.609999999999999,21.1,35.0,32.3,11.7
439.0,7.18,32.6,30.1,15.0,22.3
439.0,5.83,24.6,31.7,32.3,11.4
439.0,4.74,33.0,22.2,11.2,33.6
438.9,3.3299999999999996,35.9,22.7,9.6,31.9
438.9,7.040000000000001,24.0,33.5,30.3,12.1
438.9,4.17,19.2,43.8,20.3,16.7
438.8,4.63,30.8,34.1,14.1,20.9
438.8,4.55,24.6,32.9,29.6,12.8
438.7,4.93,25.6,34.6,28.7,11.1
438.7,10.24,27.3,40.6,18.1,13.9
438.7,4.1,27.7,38.9,18.0,15.4
438.6,3.69,28.0,39.5,14.4,18.1
438.5,4.88,31.2,22.9,13.3,32.7
438.4,4.26,24.9,41.1,17.4,16.6
438.3,4.16,25.1,36.8,23.0,15.1
438.2,5.0200000000000005,29.0,26.9,16.4,27.7
437.9,4.47,28.7,29.2,18.8,23.3
437.9,5.32,19.1,39.7,30.6,10.6
437.9,6.99,19.9,32.0,38.1,10.0
437.8,6.909999999999999,28.1,44.0,14.7,13.2
437.8,2.68,30.0,35.4,11.1,23.6
437.8,5.925,25.5,23.4,25.3,25.8
437.7,5.93,24.3,31.8,29.4,14.5
437.7,4.5200000000000005,24.5,23.9,18.4,33.2
437.6,4.58,16.2,38.0,37.2,8.5
437.4,5.5,28.1,31.4,29.4,11.1
437.1,4.779999999999999,23.9,38.5,30.6,7.0
437.1,3.55,31.5,38.4,13.2,16.9
437.0,6.67,21.0,34.7,33.4,10.9
437.0,5.21,28.4,27.9,19.1,24.6
436.9,8.15,19.2,43.2,27.5,10.1
436.9,6.7299999999999995,18.4,37.7,35.9,8.0
436.9,4.08,16.6,46.6,21.4,15.4
436.9,5.2,35.0,25.2,16.1,23.7
436.8,6.38,23.1,28.1,27.5,21.3
436.8,5.38,28.2,31.7,23.1,17.0
436.8,4.279999999999999,30.9,27.7,28.7,12.7
436.7,6.21,21.6,44.6,19.5,14.2
436.7,3.770000000000001,35.7,42.7,8.2,13.3
436.7,3.84,21.3,44.4,19.8,14.5
436.6,7.12,17.8,41.1,34.0,7.1
436.6,6.640000000000001,25.1,28.2,35.6,11.1
436.6,2.81,25.8,40.5,21.3,12.3
436.6,8.05,19.8,37.5,34.9,7.8
436.5,5.65,37.4,31.4,18.9,12.3
436.5,4.14,18.4,33.6,36.2,11.8
436.4,4.84,26.9,34.0,26.2,12.8
436.3,9.21,18.3,38.3,36.2,7.1
436.3,3.18,28.7,37.4,16.7,17.2
436.2,8.59,24.5,42.9,21.7,10.9
436.2,4.61,23.0,32.6,32.0,12.4
436.2,4.6,34.5,30.1,15.5,19.9
436.1,3.31,28.5,39.5,17.9,14.1
436.0,5.79,28.6,41.0,15.7,14.7
435.9,7.82,33.2,35.8,13.9,17.1
435.8,12.69,20.7,39.4,25.7,14.2
435.7,5.4,24.7,47.6,14.3,13.4
435.7,4.1899999999999995,27.4,22.6,9.0,41.0
435.5,7.389999999999999,29.0,33.1,21.5,16.3
435.5,7.339999999999999,24.2,31.7,26.6,17.5
435.5,6.92,33.3,31.3,17.5,17.9
435.5,4.86,15.8,44.2,28.7,11.3
435.4,3.1100000000000003,33.5,29.3,12.2,25.0
435.4,4.7700000000000005,32.2,32.3,12.4,23.1
435.3,5.45,29.9,37.7,17.5,14.9
435.3,4.38,26.8,41.6,25.7,5.8
435.3,6.99,20.0,33.3,28.8,17.9
435.2,5.4,34.9,28.3,8.6,28.2
435.2,4.09,28.5,39.7,16.1,15.7
435.0,6.14,31.0,34.8,23.5,10.7
435.0,6.7,25.5,24.2,22.3,28.0
434.8,4.26,22.5,27.3,11.5,38.7
434.8,4.970000000000001,18.2,45.9,25.0,10.8
434.8,3.47,28.8,41.6,14.7,14.9
434.7,8.620000000000001,21.0,33.3,31.8,13.8
434.5,5.37,33.6,38.9,17.7,9.8
434.5,4.68,23.9,46.5,17.5,12.2
434.5,8.16,28.8,29.6,25.7,15.8
434.5,4.4399999999999995,28.2,41.8,11.5,18.5
434.4,3.3200000000000003,25.7,34.7,24.1,15.5
434.4,8.41,22.1,24.3,34.7,18.8
434.3,6.709999999999999,28.0,31.6,28.0,12.4
434.1,7.140000000000001,24.5,33.9,24.4,17.2
434.1,5.89,26.1,32.6,20.8,20.5
434.0,5.82,33.3,27.6,11.4,27.7
434.0,3.46,25.6,19.8,5.8,48.9
434.0,4.12,28.0,30.4,19.4,22.2
433.9,5.71,21.5,34.6,35.7,8.2
433.9,6.08,19.4,41.3,29.0,10.3
433.9,4.3100000000000005,31.0,23.1,14.6,31.4
433.8,4.41,26.2,35.1,12.1,26.6
433.8,5.970000000000001,26.3,21.7,25.0,27.0
433.7,7.23,21.5,34.8,31.9,11.7
433.7,4.08,22.3,35.8,13.9,27.9
433.7,6.5200000000000005,31.2,34.2,13.1,21.6
433.7,7.43,16.8,40.9,36.2,6.0
433.7,5.8,25.4,36.2,27.4,10.9
433.6,5.25,25.4,42.8,18.8,13.0
433.5,3.76,34.4,32.0,12.7,20.9
433.5,5.14,26.8,41.6,16.4,15.2
433.4,8.83,21.9,28.3,39.5,10.3
433.3,8.34,23.3,32.5,30.7,13.5
433.1,7.81,38.6,31.3,11.9,18.3
433.1,4.34,35.1,31.1,19.4,14.4
433.1,3.2700000000000005,36.3,28.9,12.6,22.1
432.9,6.26,23.7,29.6,26.8,19.9
432.9,11.75,16.9,30.6,41.6,10.9
432.9,6.6,23.7,48.9,17.5,9.8
432.8,4.8,28.9,27.4,18.4,25.3
432.8,5.529999999999999,24.3,36.2,26.6,12.9
432.8,4.75,33.5,20.5,19.6,26.4
432.6,5.9399999999999995,23.9,24.7,19.6,31.8
432.6,4.63,26.4,24.6,18.5,30.5
432.6,5.3100000000000005,26.1,40.6,11.6,21.7
432.5,4.6899999999999995,19.6,21.6,19.0,39.8
432.5,3.75,25.7,40.8,18.6,14.9
432.4,3.96,26.4,42.2,18.1,13.3
432.3,5.74,40.3,22.2,10.9,26.5
432.3,5.82,26.5,41.2,13.2,19.0
432.3,4.6899999999999995,33.4,31.9,15.2,19.4
432.3,5.1,24.8,42.4,20.9,12.0
432.2,6.26,29.7,26.5,23.0,20.8
432.2,2.76,35.9,35.1,10.4,18.6
432.2,5.39,31.0,31.9,14.3,22.7
432.2,6.83,26.7,33.9,30.7,8.7
432.1,6.090000000000001,29.2,41.1,14.1,15.6
432.1,4.9,26.3,42.0,18.2,13.6
432.1,3.1100000000000003,32.7,37.6,12.8,17.0
431.9,3.59,37.1,30.5,17.3,15.1
431.9,3.64,31.1,21.2,6.7,41.0
431.9,5.12,35.1,32.9,10.8,21.2
431.8,6.62,20.5,41.1,27.1,11.3
431.8,4.64,22.6,33.5,15.4,28.5
431.6,9.12,35.4,29.8,22.7,12.1
